feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,label
-0.11595,0.28018,-0.38519,-0.07464,-0.11635,0.0343,-0.35527,-0.46359,-0.7037,-0.66794,-0.44594,-0.41082,0.32971,-0.85911,-1.19221,1.53284,1.0
-0.11256,-0.32048,-0.42394,0.99122,0.56994,0.2452,-0.35527,-0.22577,-0.7037,-1.12498,-0.03912,-0.41082,0.27015,0.02625,-0.76517,1.53284,1.0
-0.11074,0.31123,-0.42394,-0.34443,0.62713,0.38069,-0.35527,-0.24,-0.7037,-0.58239,0.29903,-0.41082,0.27621,-0.25635,1.30598,0.52778,1.0
-0.11373,-0.58271,-0.42394,1.64837,0.96906,-0.34903,-0.35527,-0.74628,0.61217,-0.671,0.02425,-0.41082,0.32971,-0.18829,-0.22673,1.53284,1.0
-0.08255,0.54874,-0.39879,-1.58097,-1.4152,1.72039,-0.35527,2.70123,-0.34061,-1.06235,0.60217,-0.39757,-9.5083,1.77481,3.66538,0.77905,1.0
-0.10368,-0.55016,-0.15322,-0.19624,-0.02309,0.53733,-0.35527,0.20146,0.40714,-0.4543,-0.03963,-0.06636,0.27302,0.06665,1.12601,1.03031,1.0
-0.09462,-1.79349,4.02001,0.1001,0.52351,0.23722,0.29393,0.2559,-0.32665,-0.53961,0.42783,4.14202,0.31047,0.26804,0.95479,0.953,1.0
-0.02213,-0.60296,-0.21946,0.49915,0.58228,-0.66819,0.42838,-0.82038,0.06638,-0.14196,0.06876,-0.24226,0.27469,-0.0626,-0.07912,0.67779,1.0
-0.10697,-0.02101,-0.42394,-0.04717,0.08899,0.71815,-0.35527,0.5963,-0.02528,-0.89092,0.60193,-0.41082,0.26047,0.04803,0.39394,0.32677,1.0
-0.10365,-0.45197,0.35956,-0.83345,-0.69086,0.6042,-0.35527,0.64705,0.43953,0.55129,-0.12422,0.38159,0.30054,1.16072,0.16483,-0.27627,1.0
-0.10189,-0.8888,-0.42394,0.818,0.83047,-0.03017,-0.35527,-0.66985,-0.7037,-1.05481,0.22774,-0.41082,0.32971,0.93947,-0.02755,0.64602,1.0
-0.09908,-0.57028,1.9794,-0.36956,0.47513,0.39192,-0.35527,-0.23572,-0.7037,-0.62445,0.43744,1.85742,0.22395,1.72801,0.77019,0.9298,1.0
-0.11542,-0.35836,-0.42394,0.91925,1.25466,-0.26403,-0.35527,-0.56683,1.40452,-0.03397,-0.56178,-0.41082,0.32971,-0.44848,-0.18284,-1.48234,1.0
-0.11242,-1.11828,-0.39106,0.12176,-0.00815,0.59389,0.5914,1.19893,-0.7037,-1.12498,1.39924,-0.34334,-0.14222,1.84671,3.37964,1.53284,1.0
-0.11479,-0.14319,1.77578,-0.17527,-0.22952,0.24378,-0.35527,-0.44746,-0.7037,-0.77267,-0.48811,2.12236,0.32971,0.06517,-0.60784,-1.48234,1.0
-0.10562,-0.08976,-0.42394,1.67251,1.36024,-0.37366,-0.35527,-1.02204,-0.19575,-0.42402,-0.57839,-0.41082,0.32971,-0.5115,-0.66971,0.77905,2.0
-0.11646,1.12783,-0.42394,-0.31337,1.06339,0.49632,-0.22869,0.21272,-0.7037,-0.43475,0.28156,-0.41082,0.32971,-0.18128,0.19567,0.52778,2.0
-0.02963,0.14026,-0.41263,-1.26462,-0.806,1.61217,-0.35527,2.17952,-0.7037,-0.98959,-0.0919,-0.38218,0.17751,0.29209,0.77076,-0.47728,2.0
-0.06946,-0.55568,-0.41779,0.84231,1.05598,0.08748,-0.2909,-0.32702,-0.7037,-0.41721,-0.38693,-0.40547,0.30727,-1.39385,-0.63706,1.13956,2.0
-0.06845,-0.52837,-0.3878,0.95709,1.07612,-0.52841,0.07038,-0.9759,-0.27808,-0.21949,0.50907,-0.37976,-4.5496,1.06727,-0.26265,1.36986,2.0
-0.0747,-0.47658,0.70486,0.66555,0.69868,-2.61436,3.34355,-0.96951,0.06897,-0.12534,-0.00829,0.91398,0.30014,0.10021,-0.55294,0.82339,2.0
-0.08126,0.21048,0.25053,-0.66564,-0.37292,0.93142,-0.34115,0.91948,0.05921,-0.24765,0.15401,0.2664,0.0572,0.67352,2.6986,0.72879,2.0
-0.11437,0.27017,-0.35166,-0.72639,-0.88397,0.31827,-0.35527,0.07611,1.23753,0.54934,-0.19294,-0.34,0.32971,-0.99869,1.10497,-1.48234,2.0
-0.10233,-1.32456,3.21167,0.2904,0.42244,-0.11724,-0.25785,-0.80724,-0.24667,-0.41544,-0.27526,3.00704,0.32971,0.55241,-0.42354,1.53284,2.0
-0.08136,-0.64235,-0.42394,0.59177,1.04149,-0.40232,-0.35527,-0.93694,0.19239,-0.19752,0.03439,-0.41082,0.28398,0.59421,-0.71741,1.15594,2.0
-0.10679,-1.39013,1.63919,0.46793,0.20808,0.41086,-0.35527,-0.04889,-0.7037,-0.55174,-0.14571,1.5046,0.32971,0.0131,0.24044,1.53284,2.0
-0.11449,-0.20836,-0.42394,-0.59402,-0.00193,0.69588,-0.35527,0.56352,-0.7037,-0.43475,-0.49879,-0.41082,0.22762,-0.84095,-1.19221,-1.48234,2.0
-0.11203,-0.06621,-0.42394,-0.35672,-0.40368,0.40745,-0.35527,0.15964,0.49916,-0.29501,-0.49774,-0.41082,0.32971,-0.85256,-0.59204,-1.48234,2.0
-0.09211,-0.62489,1.2925,0.0903,0.36262,0.29839,-0.35527,-0.05977,0.16385,-0.1273,-0.10314,1.1294,0.28544,0.51873,0.19567,-0.72854,2.0
-0.102,-0.27928,-0.29021,0.80213,0.62195,-0.71211,0.85384,-0.59411,-0.7037,-0.56129,-0.20382,-0.3427,0.0915,0.29784,-0.10695,0.32677,2.0
-0.11479,0.87288,-0.42394,-0.27591,-0.68611,0.80428,-0.35527,1.20234,-0.7037,-0.05694,-0.57141,-0.41082,0.32971,-0.9328,0.04146,-1.48234,2.0
0.00204,-0.50114,-0.41977,0.71998,0.99794,-0.15385,-0.34217,-0.78145,-0.05914,-0.32645,-0.392,-0.40868,0.3028,-0.69799,-0.55928,0.62127,2.0
-0.11431,-0.28795,-0.42394,1.70486,0.85611,0.02481,-0.35527,-0.35629,-0.7037,-0.85867,0.07108,-0.41082,0.32971,0.36698,-0.53909,1.53284,2.0
-0.10854,-1.325,-0.42394,1.05593,1.15466,-0.85673,-0.11844,-1.45688,-0.06919,-0.3588,0.06246,-0.41082,0.29733,0.90092,-0.6122,-1.48234,2.0
-0.1069,0.61671,-0.40667,-0.17357,0.07262,0.46314,-0.35527,0.23734,-0.05874,-0.56871,-0.35267,-0.41082,0.32971,-0.72894,-0.47588,1.53284,2.0
-0.11038,0.43874,-0.42394,-0.25823,0.06921,0.63446,-0.35527,0.38812,0.29662,-0.77986,0.48965,-0.41082,0.27866,0.59421,-0.0819,0.9298,2.0
-0.11153,0.62326,0.35052,-0.50364,0.00355,0.02188,-0.35527,-0.30128,0.34477,-0.0398,0.18604,0.20116,0.32971,1.22968,0.24466,-1.48234,2.0
-0.11197,0.08443,-0.42394,0.48885,0.38739,0.39194,-0.35527,-0.06765,-0.7037,-1.12498,0.44718,-0.41082,0.27286,0.18769,0.19567,0.24062,2.0
0.11546,1.38573,0.17228,-0.22605,0.08675,-0.99491,1.64504,-0.05704,0.03131,-0.20575,0.32446,0.01552,0.1028,-0.00341,0.4041,0.87406,2.0
-0.11759,1.80024,-0.42394,-0.45881,-0.31912,0.87546,-0.35527,0.52454,-0.7037,-1.12498,0.77207,-0.41082,0.32971,-0.26688,2.50881,1.53284,2.0
-0.04082,-1.97516,-0.38771,1.07979,1.85527,-2.07102,1.35514,-1.92989,-0.05845,0.13119,-0.00106,-0.38055,0.31089,0.67968,-0.53243,0.73937,2.0
-0.10055,0.01265,-0.42394,0.02914,-0.21591,0.30243,-0.35527,-0.05171,-0.29692,-0.56363,-0.33676,-0.41082,0.22592,-0.60019,-0.29196,-0.35165,2.0
-0.11103,0.52367,-0.42394,-0.60587,-0.72138,1.08613,-0.35527,1.38599,-0.7037,-0.74496,-0.58908,-0.41082,0.21729,-0.32061,0.32184,1.53284,2.0
-0.1099,0.52779,-0.42394,-0.50804,-1.02987,0.76837,-0.35527,0.75687,0.26692,-0.45525,-0.51406,-0.41082,0.32971,-0.95093,0.04146,0.9298,2.0
-0.08766,-1.06409,1.20812,0.82872,1.61369,-0.51412,0.30973,-0.79958,-0.7037,-0.76131,-0.44152,1.08463,0.32971,0.57045,-0.43899,0.52778,2.0
-0.1098,-0.8607,-0.42394,0.87589,1.17065,-0.11405,-0.05421,-0.47133,-0.7037,-0.70221,-0.59389,-0.41082,0.32971,-0.73616,-0.49827,-1.48234,2.0
-0.11567,-0.35755,-0.42394,-0.72184,0.14928,0.74227,-0.35527,0.05937,-0.7037,-1.12498,-0.32824,-0.41082,0.32971,-1.14537,1.89197,-1.48234,2.0
-0.11132,0.02812,-0.42394,-0.80984,-0.78153,0.9489,-0.35527,1.04924,-0.7037,-0.04096,-0.42161,-0.41082,0.32971,-1.38235,1.10497,-0.47728,2.0
-0.11379,-0.19634,-0.42394,1.09986,0.22242,0.42676,-0.35527,0.3235,-0.7037,-0.61639,3.03137,-0.41082,0.32971,-0.6177,-0.60784,1.53284,2.0
-0.0958,1.24645,-0.41067,-0.50213,-0.88749,0.30321,-0.05429,0.4208,-0.7037,0.35389,0.2699,-0.39722,-2.04785,1.51027,1.28052,-0.14226,2.0
-0.11623,0.55536,-0.42394,-0.4017,-0.2871,0.54951,-0.35527,0.63942,-0.7037,0.65509,-0.57141,-0.41082,0.32971,-1.28106,-1.19221,1.53284,2.0
-0.11619,0.45416,-0.42394,-0.1928,0.11761,0.98114,-0.35527,1.15208,-0.7037,-1.12498,-0.1852,-0.41082,0.32971,-0.35386,-1.19221,1.53284,2.0
-0.08593,-1.43089,0.92717,1.00065,1.52993,-0.5983,0.4359,-0.71571,-0.26702,-0.67303,-0.64086,0.71224,0.30742,0.04707,-0.415,1.1021,2.0
-0.0791,-0.1933,-0.41119,1.3308,1.45931,-1.76867,1.73395,-1.30412,-0.13319,-0.43609,0.03526,-0.41082,0.32971,0.38461,-0.43125,0.75751,2.0
-0.09727,-1.00088,-0.39557,-0.40474,0.00952,0.55376,-0.35527,0.47835,0.84011,-0.05974,-0.70308,-0.39674,0.17215,-0.61927,0.28302,-1.48234,2.0
-0.01132,-0.77934,-0.41362,0.2646,0.42936,-0.28003,-0.35527,-0.81687,0.28352,0.26011,-0.44672,-0.39401,0.28269,1.58438,-0.31348,0.06832,3.0
-0.11663,-0.44055,-0.42394,-0.16289,-0.03766,0.37602,-0.35527,-0.3805,4.07834,-0.30007,-0.60434,-0.41082,0.32971,-0.88767,-0.26695,-1.48234,3.0
-0.11403,1.13631,-0.26777,-0.61424,-0.78704,0.89967,-0.35527,1.50678,3.03085,-0.15866,-0.14821,-0.13834,0.32971,-0.92508,0.39394,0.52778,3.0
-0.11382,0.6058,-0.42394,-1.07791,-0.55067,0.17464,-0.35527,-0.00612,4.69255,0.11617,-0.62938,-0.41082,0.32971,-0.96684,-0.49827,-1.48234,3.0
-0.08735,-1.2231,0.53368,0.09788,0.70873,0.10436,-0.35527,-0.31218,0.21357,-0.3734,-0.32902,0.59304,0.31801,0.30563,-0.30551,0.77905,3.0
-0.0452,-1.01936,-0.38005,0.67196,1.13459,-0.62146,0.35906,-0.75696,0.08489,-0.29178,-0.36911,-0.37845,0.30959,0.15227,-0.48316,0.1046,3.0
-0.11555,2.22742,-0.42394,-0.33363,-0.13939,0.78825,-0.35527,0.70644,-0.7037,-0.65524,-0.09938,-0.41082,0.19075,0.2426,-0.63706,1.53284,3.0
-0.07461,0.50116,3.36757,-0.73148,-0.62536,0.81319,-0.35527,0.72649,0.61958,0.13048,-0.37264,3.47518,-0.23299,-0.17841,1.0284,0.32677,3.0
-0.08212,-1.28192,-0.09251,0.37717,1.43679,-0.56518,0.83744,-0.2044,-0.49467,-0.51201,-0.31867,-0.10581,0.27638,0.19191,-0.6044,0.02525,3.0
-0.05358,-1.14919,3.54949,0.28659,0.71926,-0.0728,-0.00674,-0.42321,-0.347,-0.40712,-0.36835,3.50592,0.2751,-0.18769,0.17825,0.12576,3.0
-0.0951,-0.5215,-0.29949,-0.07294,0.12255,-0.38361,-0.23172,-0.82148,1.16358,0.64661,-0.53314,-0.27458,0.20266,-0.0014,-0.25462,0.8628,3.0
-0.11327,0.51016,0.91271,1.04322,0.28919,0.13336,-0.35527,-0.11744,-0.7037,-0.46182,-0.25201,0.85139,0.00275,0.18171,-1.19221,-1.48234,3.0
-0.10162,0.82265,-0.42394,0.14771,-0.21255,0.802,-0.35527,0.51341,1.01116,-0.53335,0.17857,-0.41082,-0.45784,-0.51458,0.19567,1.1021,3.0
-0.11239,0.98139,-0.42394,-0.47196,-0.44263,0.07192,-0.35527,-0.26724,1.85923,0.64345,-0.30412,-0.41082,0.13354,0.82591,0.16182,-0.47728,3.0
-0.11305,1.42196,-0.38734,0.12593,-1.1124,-0.03788,-0.35527,0.02083,3.06677,0.82625,4.58182,-0.41082,0.32971,1.5713,-0.452,1.53284,3.0
-0.06433,-1.18846,3.25552,0.39924,0.57678,0.31652,-0.33585,-0.06207,-0.28355,-0.54519,-0.27531,3.19608,0.27254,-0.09211,0.00924,0.19276,3.0
0.3949,0.48672,1.06985,-0.30515,-0.03772,-0.85292,0.80861,-0.65775,0.27958,0.52274,-0.07678,0.83327,0.1975,0.28349,-0.10544,-0.51078,3.0
-0.10866,-0.14338,0.35978,-0.05153,-0.37995,1.12034,-0.35527,1.36725,-0.7037,-1.12498,-0.81034,0.40402,0.28749,-0.8941,0.86391,-1.48234,3.0
0.16388,-0.15118,-0.33134,-0.10368,-0.1297,-0.93995,0.9553,-0.63495,0.10752,0.22131,-0.47151,-0.34347,0.25691,-0.27562,-0.40765,-0.30693,3.0
-0.05009,0.3362,-0.41513,-0.83249,-0.76271,0.54848,-0.35527,0.54465,0.91563,0.59402,0.97113,-0.39264,0.25979,-0.2435,0.49575,0.43641,3.0
-0.1162,-2.50027,0.09237,2.48239,3.99191,-1.80333,-0.35527,-2.406,-0.7037,0.5452,1.31672,0.119,0.32971,-0.4795,-0.452,-1.48234,3.0
-0.01613,-0.02128,-0.27858,0.04482,0.13611,-0.40365,-0.06222,-0.6177,1.25477,0.4641,-0.69691,-0.26528,0.2964,-0.31599,-0.28991,0.02525,3.0
-0.0549,-0.57466,-0.4192,0.51566,0.54095,-0.32638,0.13287,-0.55304,-0.34978,-0.14819,-0.48748,-0.41082,0.31767,-0.14206,-0.70947,-0.14226,3.0
-0.08882,-0.91866,-0.42056,1.18116,0.93611,-1.30747,0.44183,-1.56102,-0.47987,0.1105,1.7706,-0.41082,0.23834,1.37756,-0.55369,0.42198,3.0
-0.09673,0.89374,-0.41933,0.82575,-0.43766,0.18396,-0.25873,0.22017,-0.37529,0.23467,0.36862,-0.39884,0.14536,1.64666,-0.0026,0.1623,3.0
-0.09849,0.09228,-0.4089,0.68199,-0.12052,0.2356,-0.35527,0.10319,0.35995,-0.20759,-0.5118,-0.39788,0.27543,-0.92617,-0.15454,-0.8793,3.0
0.05494,2.47694,0.49505,-0.23714,0.42786,-2.34259,3.27443,-0.65814,-0.18295,0.04282,-0.64248,-0.35003,0.17293,0.1476,-0.40031,0.45599,3.0
-0.0015,-0.24621,0.13037,-0.12198,0.11985,0.16358,-0.35527,-0.03954,0.36632,0.10192,-0.55761,0.10811,0.29117,0.79856,-0.29713,-0.15566,3.0
-0.11051,0.88153,-0.42394,-1.09725,-1.05425,0.70854,-0.35527,0.68449,2.67672,0.23565,-0.77974,-0.41082,0.27221,-0.44167,-0.02347,-1.48234,3.0
-0.09626,-0.64136,-0.39235,-0.5639,-0.60325,-0.39763,0.80239,0.08569,0.80158,-0.08632,-0.54566,-0.41082,0.2721,-0.7564,-0.04078,0.40215,3.0
-0.09096,0.1151,-0.4203,0.2202,0.51909,0.17729,0.38915,0.6823,0.22551,-0.21667,-0.62988,-0.41082,0.32971,-0.74296,-0.26098,-1.48234,3.0
-0.06501,-0.10302,-0.36757,-0.64825,-0.58833,1.11404,-0.35527,1.41947,-0.7037,-0.53311,-0.85078,-0.35121,0.29636,-1.41103,-0.37313,0.24062,3.0
-0.10237,-0.3136,0.17333,0.0869,0.77518,0.17259,-0.35527,-0.34698,-0.7037,-0.0706,-0.6528,0.13806,0.30571,-0.8007,0.21028,-0.35165,3.0
-0.0578,-0.27968,-0.41732,0.16226,0.0998,-0.38425,-0.22524,-0.84519,0.85713,0.38693,-0.49869,-0.41082,0.14591,0.60481,-0.04904,0.2913,3.0
0.00819,-0.45552,-0.41839,0.02793,0.22634,-0.4203,-0.00213,-0.7294,-0.01312,0.17545,-0.64787,-0.40242,0.10359,-0.104,-0.47933,-0.1632,3.0
-0.05648,0.04121,-0.41098,-0.47435,-0.48106,0.98458,-0.35527,1.31369,0.08319,-0.62728,-0.44047,-0.40603,0.29625,-0.77139,0.06211,-0.59552,3.0
-0.11482,-0.66107,-0.42394,0.55012,0.26154,0.23047,-0.35527,-0.08472,-0.7037,-0.46826,1.03064,-0.41082,0.32971,-0.86269,-0.76517,-1.48234,3.0
-0.1093,-0.2946,-0.42394,-0.22072,-0.22058,0.32436,-0.35527,-0.0723,1.04688,-0.06807,-0.41407,-0.41082,0.24038,-0.72135,-0.52603,1.53284,3.0
-0.07634,-0.34741,-0.41679,0.08207,0.13608,-0.04523,-0.24299,-0.29423,-0.0041,0.41372,-0.71034,-0.40444,0.30293,-0.44572,-0.87994,-0.47728,3.0
-0.09639,0.86714,-0.42394,-1.19369,-1.35451,1.39125,-0.35527,1.6784,-0.7037,-0.95286,0.51998,-0.41082,0.27879,-1.02438,1.15651,1.28158,3.0
-0.105,-0.46455,-0.40909,0.16442,0.60422,0.53391,-0.35527,0.39643,-0.7037,-0.34072,0.02439,-0.36935,0.27171,-0.37683,0.08891,0.02525,4.0
-0.08296,-0.02013,0.17816,0.61409,-0.03875,0.24204,-0.35527,0.32294,0.78325,0.78044,-0.03815,0.09288,0.23215,-0.32551,0.01629,-0.83623,4.0
-0.11047,1.73472,-0.42394,-1.33616,-1.64206,0.64414,-0.35527,0.53504,1.80994,1.69346,0.34944,-0.41082,0.26557,0.90477,-0.0819,-1.48234,4.0
0.12985,-0.85387,0.44308,0.40734,0.6121,-0.84328,0.36543,-0.8893,0.02694,0.16447,-0.42748,0.39905,0.25944,0.70642,-0.53511,-0.42703,4.0
-0.04915,-0.354,-0.4051,-0.06033,0.05925,-0.48533,0.58558,-0.35499,-0.0241,-0.01128,-0.72208,-0.39016,0.27769,-0.03559,-0.69207,1.15594,4.0
-0.06178,-0.09488,-0.42394,-0.23542,-0.38629,0.99578,-0.35527,1.21464,-0.56192,-0.80706,-0.54555,-0.41082,0.32247,-1.28447,0.21324,-0.19012,4.0
-0.04892,-0.04661,-0.38493,-0.44078,-0.55851,0.52958,-0.35527,0.52944,-0.26408,-0.02541,-0.72143,-0.36672,0.29606,-0.62758,-0.51416,-0.09072,4.0
-0.10368,-0.26176,-0.42394,0.15922,-0.19155,0.08738,-0.07186,-0.15388,-0.7037,-0.11948,-0.65212,-0.41082,0.27563,-0.42007,-0.55318,1.53284,4.0
-0.11203,-0.43184,-0.42394,-0.70437,-0.90608,0.02607,-0.35527,-0.18485,1.60294,0.46661,0.25045,-0.41082,0.27086,0.75448,-0.82211,0.9298,4.0
-0.04261,0.5679,-0.41335,-1.19222,-1.29693,0.96348,0.12662,1.80844,0.04982,-0.13712,-0.79612,-0.40532,0.13746,-1.10306,1.60902,-0.09072,4.0
-0.09632,0.10536,0.65323,-0.78908,-0.64468,0.33549,0.28437,0.78308,-0.323,-0.40258,0.01456,0.76969,0.27143,-0.4104,-0.09873,-0.19012,4.0
-0.04018,-0.3927,-0.41881,1.61782,0.24074,-0.46387,-0.11003,-0.51532,0.23441,0.2873,0.47891,-0.40771,0.17304,1.44033,-0.47331,-0.79136,4.0
-0.09463,-0.58993,-0.26828,0.81954,0.00627,-0.65881,1.3183,0.52362,-0.7037,0.01763,0.16618,-0.33833,0.14381,-0.2318,-0.17254,0.02525,4.0
0.07459,0.1978,-0.40519,0.08095,-0.16195,-0.1745,0.13817,-0.18811,0.01331,0.18059,-0.093,-0.38757,-0.22318,0.5983,-0.17895,-0.75646,4.0
-0.0919,-0.13284,-0.34088,-0.85437,-1.06555,0.89902,-0.35527,1.271,0.83768,-0.16777,-0.82592,-0.33209,0.25105,-1.00364,-0.55165,-1.48234,4.0
-0.09667,0.41385,-0.41475,-0.89854,-1.36754,1.10573,-0.35527,1.37738,-0.7037,-0.78744,-0.54375,-0.39654,0.16995,-1.02055,1.58355,0.67136,4.0
1.03057,-0.27704,2.11275,-0.71331,-0.28549,-0.36466,0.21609,-0.30714,-0.02896,0.48626,-0.42631,2.08637,0.05561,0.28194,-0.37,-0.35598,4.0
0.01863,-0.08345,1.34182,-0.81563,-0.68834,0.88819,-0.12114,1.21445,0.02988,-0.53829,-0.44213,1.36271,0.29227,-0.51973,0.41013,0.05875,4.0
-0.10442,0.92642,-0.39544,-1.302,-1.3669,1.333,-0.35527,1.69777,-0.7037,-0.8834,-0.59389,-0.38527,0.18678,-1.36229,0.86391,0.32677,4.0
-0.07415,0.61973,-0.39448,-1.02965,-1.0536,1.05221,-0.20107,1.63371,-0.31622,-0.55684,-0.58206,-0.38255,0.32971,-1.37131,-0.0929,0.2137,4.0
-0.05565,-0.26621,-0.42074,0.02988,0.24315,-0.04559,-0.11669,-0.32765,-0.46299,0.07922,-0.46667,-0.41082,0.26215,0.05952,-0.74897,-0.62086,4.0
-0.0887,-0.11483,-0.42057,-0.49453,-0.07876,0.18427,0.68556,1.16945,0.56944,0.35745,-0.63298,-0.41082,0.28098,0.09948,0.27928,-0.8793,4.0
-0.03342,-0.39299,1.67009,-0.79573,-0.22745,0.03371,0.20143,0.16229,0.26837,0.09909,-0.37781,1.69202,0.27018,0.34792,-0.06973,-0.47728,4.0
-0.11737,-0.46318,3.70655,0.86832,2.15861,0.56671,-0.35527,-0.41404,-0.7037,-1.12498,0.25871,2.73628,0.32971,-0.2174,7.13508,-1.48234,4.0
-0.06195,0.03363,-0.41506,0.84672,-0.08319,0.25384,-0.25759,0.20455,-0.323,-0.24935,-0.44804,-0.40156,0.01888,0.05461,-0.3236,0.67136,4.0
-0.10656,0.13787,-0.40715,0.19978,0.12096,0.31107,-0.35527,0.13405,-0.10411,-0.29755,-0.68248,-0.38894,0.26852,-0.4543,-0.53355,-1.0516,4.0
-0.08747,0.36379,-0.42394,-0.74378,-1.12236,0.42945,-0.35527,0.29618,-0.45201,0.26434,-0.71589,-0.41082,0.27833,0.48893,-0.69166,-0.47728,4.0
0.64062,0.20092,-0.21711,-0.54038,-0.52683,-0.22213,-0.16351,-0.50475,0.35203,0.3503,-0.34551,-0.1967,-0.63553,0.14242,-0.48489,-0.01431,4.0
-0.0904,0.53844,-0.30243,0.66452,-0.73733,0.66598,-0.35527,0.91975,-0.19838,-0.38405,2.73136,-0.32786,0.31681,0.16533,-0.24439,0.40215,4.0
0.80667,0.11732,-0.13605,-0.91237,-0.84986,-0.25827,-0.21784,-0.40526,0.21867,1.4264,-0.02049,-0.13419,-1.17017,0.36534,-0.45643,-0.53379,4.0
-0.09334,1.179,-0.40798,-0.57705,-0.59465,0.21392,-0.35527,0.00552,0.25427,0.74786,1.15151,-0.41082,0.24824,-0.28913,0.11403,0.77905,4.0
-0.06826,-0.00348,-0.41594,3.11896,0.81839,-0.2423,-0.35527,-0.38216,0.33505,0.12932,-0.4406,-0.40134,-0.36599,0.80988,1.03929,0.52778,4.0
-0.07517,-0.07601,0.38314,-1.32794,-1.04,1.25759,-0.35527,1.77475,-0.27136,-0.34191,-0.56894,0.4172,-0.04533,-1.42433,0.62796,-0.8123,4.0
0.27199,0.18769,0.18598,-0.86012,-0.68468,0.56462,-0.3492,0.6193,-0.05212,0.15706,-0.43443,0.23765,0.21334,-0.64549,-0.18239,-0.39113,4.0
-0.11344,-0.3783,-0.42394,-1.48217,-1.94582,1.31246,-0.35527,1.83664,1.49928,0.01506,0.15978,-0.41082,0.21729,-1.91028,3.85463,-1.48234,4.0
0.10919,0.5585,0.08755,-1.33279,-1.31833,0.6645,-0.33215,0.8643,0.67004,0.67864,-0.67444,0.09312,-0.05195,-0.19372,0.43624,-0.95336,4.0
-0.08918,0.23094,-0.39311,-0.15412,-0.33884,0.26694,-0.35527,0.18701,0.07536,0.3085,-0.85954,-0.39187,0.3032,-1.05492,-0.37979,-0.19012,4.0
-0.04359,0.07561,-0.39039,-0.46364,-0.2163,-0.57553,-0.32014,-1.05983,1.22796,1.29082,-0.26277,-0.37558,0.27057,0.44531,-0.40152,1.12168,4.0
-0.03643,-0.04492,-0.40802,0.00106,-0.4478,0.63181,-0.35527,0.56241,-0.23777,-0.57844,-0.32234,-0.40062,0.26314,-1.16225,-0.72667,-1.16495,4.0
-0.05088,0.41811,-0.41948,-1.06382,-0.84137,0.6855,-0.35527,0.78939,1.0845,0.32922,-0.42288,-0.41082,0.25801,-0.38201,-0.39546,-1.48234,4.0
-0.10839,0.29745,-0.39423,-0.56939,-0.79503,1.08419,-0.35527,1.42678,-0.7037,-0.85549,-0.82304,-0.38232,0.32971,-1.69534,-0.86565,0.02525,5.0
0.39352,0.23589,-0.01044,-1.37306,-1.2153,0.65496,-0.24011,0.85636,-0.24591,0.13852,-0.47245,0.03651,0.2054,-0.83488,-0.39657,-0.8793,5.0
-0.06996,7.34916,0.48299,-0.4757,0.77342,-5.14224,7.62169,-0.78789,0.61571,0.83237,-0.61874,-0.40119,0.28931,-0.27131,-0.99155,-0.97981,5.0
-0.11013,1.34813,-0.36414,-1.07236,-1.20498,-0.39747,-0.35527,-0.53272,-0.7037,2.34774,-0.26962,-0.37889,0.19571,0.01779,-0.63706,-0.8793,5.0
-0.07655,0.5667,-0.40717,-0.54076,-1.23774,0.08611,-0.35527,-0.06559,-0.1714,0.89511,-0.70569,-0.40434,0.10336,0.13987,-0.2503,0.52778,5.0
-0.06793,0.20721,0.40878,0.01698,-0.60149,-0.22456,-0.35527,-0.21038,0.38858,1.20671,1.12816,0.21179,0.29487,0.47293,-0.61593,0.26559,5.0
-0.08197,-0.36272,-0.40744,0.48581,0.56781,-0.59163,-0.1969,-0.96198,0.23531,0.68919,-0.10671,-0.41082,-0.02487,0.95628,-0.32828,-1.12761,5.0
0.04699,-0.63573,0.90988,0.10467,0.48435,-0.62574,0.45422,-0.6606,0.05131,0.2588,-0.65145,0.84238,0.20209,0.19428,-0.43441,-0.05698,5.0
0.89041,-0.04268,-0.35426,-0.24069,-0.40951,-0.49448,0.09769,-0.44011,0.81345,1.10213,-0.65075,-0.34999,0.03575,0.62485,-0.11902,-0.62294,5.0
-0.11429,-0.67708,-0.42394,0.93692,-0.50846,-0.01354,-0.35527,0.16392,1.00122,0.93371,-0.96206,-0.41082,0.32971,-2.0831,-1.19221,1.53284,5.0
-0.11346,1.35134,-0.36461,-0.25623,-0.25791,-0.07929,-0.35527,-0.24174,2.07735,0.31422,1.04289,-0.36009,-0.02507,-0.62686,-0.76517,1.3009,5.0
-0.01838,0.78834,-0.38879,-1.35701,-1.49811,0.80803,-0.29482,0.92291,0.25694,0.3664,0.04507,-0.37227,-0.01833,0.44117,0.92584,-0.03505,5.0
0.04064,0.22627,-0.17687,-0.82807,-0.6248,0.32001,0.01682,0.55076,-0.09933,-0.07377,-0.03226,-0.19218,0.02646,-0.41554,-0.27296,0.07517,5.0
0.01648,0.24497,-0.3636,-1.13011,-1.0743,1.07905,-0.35527,1.41212,-0.23561,-0.27138,-0.92579,-0.34495,0.09767,-1.57733,0.29794,-1.14732,5.0
